n_chunks,time,speedup,lif
0,16,0.23808314599955338,1.0,15.0
1,32,0.2429527920030523,0.9799564106123227,15.327256831763005
2,64,0.24005402799957665,0.9917898399104274,15.132449997113326
3,128,0.23678705199927208,1.0054736692286927,14.912898059552104
4,256,0.2381073420001485,0.9998983819633958,15.001626053822065
