n_chunks,time,vs1x,speedup,lif
0,1,0.06823245299983682,1.0,1.0,7.0
1,2,0.049524564999956056,0.7258212598640488,1.3777496682686132,4.80657007891239
2,4,0.043658982000124524,0.6398565503753607,1.5628502973258105,4.118852403002886
3,8,0.04560559099991224,0.6683856287567633,1.4961422822032528,4.347085030054107
4,16,0.04634709899983136,0.6792530088276644,1.4722054771990172,4.434024070621315
5,32,0.0590264099992055,0.8650782348297907,1.1559648130515685,5.920625878638326
