implementation,time,speedup
0,Naive Python,67.55574350900133,1.0
1,Numpy vectorized,11.32098963899989,5.967300179860361
2,Numba JIT,0.7512052340007358,89.92980939338764
3,Multiprocessing,0.35902151499976753,188.16628164761957
4,Dask local,0.7377665019994311,91.56791928871478
5,Dask cluster,0.5398901170001409,125.12869078687673
